nombre,descripcion,precio,departamento,categoria,clave1,clave2,codigo_sat,disponible,destacado,temporada
ESPATULA SILICON ROJA,"""Espátula silicón roja, resistente y flexible, perfecta para mezclar y servir, fácil de limpiar y duradera.""",84.0,Herramientas,Silicon,TC0844,17708448,52151600,True,False,False
ESPATULA SILICON AMARILLA,"""Repórtale a tu pastel con la espátula silónica amarilla, resistente y fácil de limpiar.""",95.0,Herramientas,Silicon,TC0845,17708458,52151600,True,False,False
ESPATULA SILICON XOF 25.5CM,"""Espátula de siliconio xof de 25,5cm ideal para combinar y servir alimentos con precisión y facilidad.""",68.0,Herramientas,Silicon,8433803400135,8433803400135,52151616,True,False,False
ESPATULA SILICON XOF 27CM,"Silicon espátula de alta calidad, resistente y flexible, ideal para manipular ingredientes en la cocina con precisión y seguridad.",85.0,Herramientas,Silicon,8433801383836,8433803400104,52151616,True,False,False
JUEGO ESPATULAS PASTEL 5PZ,"""Juega con creatividad utilizando esta espátula pastel de 5 tamaños, ideal para niños y adultos que aman cocinar"".",165.0,Herramientas,Espatula,YHD01,YHD01,52151613,True,False,False
ESPATULA PASTEL 1PZ,"Espátula pastel de alta calidad, ideal para mezclar y servir deliciosos pasteles y postres con precisión y comodidad.",40.0,Herramientas,Espatula,HGYHD01,HGYHD01,52151613,True,False,False
JUEGO ESPATULAS PASTEL 5PZ,Juega con espátulas pasteleras en este juego divertido de 5 piezas para niños y adultos que aman la repostería.,165.0,Herramientas,Espatula,666661681904,666661681904,52151613,True,False,False
ESPATULA METAL 15CM,"Espátula metálica de 15cm, perfecta para hornear y cocinar, resistente a altas temperaturas y fácil de limpiar.",80.0,Herramientas,Espatula,666661680388,666661680388,52151616,True,False,False
MINI MISERABLES CHERRY,"Mini miserables cherry, espátula pequeña con forma de cereza, perfecta para mezclar y servir postres deliciosos.",55.0,Herramientas,Espatula,HGCH153,HGCH154,52151613,True,False,False
MINI ESPATULA SILICON VARIOS,"""Repista con facilidad con estas espátulas de silicon, flexibles y duras hasta 200°C, ideales para hornear y repostería.""",55.0,Herramientas,Silicon,666661681044,666661681044,52151616,True,False,False
ESPATULA SILICON CUCHARA,"""Spátula silicón antiadherente y resistente a altas temperaturas, ideal para cocinar con comodidad y seguridad.""",55.0,Herramientas,Silicon,666661681043,666661681043,52151616,True,False,False
ESPATULA SILICON LISA,"""¡Descubre la espátula siliconada Lisa! Duradera y fácil de limpiar, ideal para hornear y cocinar con precisión.""",55.0,Herramientas,Silicon,666661686323,666661686323,52151616,True,False,False
ESPATULA SILICON WEFU,"""Silicon espátula Wefu: resistente, flexible y fácil de limpiar, ideal para cocinar y preparar recetas"".",50.0,Herramientas,Silicon,666661680176,666661680176,52151616,True,False,False
ESPATULA BLANCA CREPA,"Espátula blanca para crepes de alta calidad, ligera y resistente, ideal para cocinar deliciosas crepas con facilidad.",80.0,Herramientas,Espatula,666661681610,666661681610,52151616,True,False,False
ESPATULA SILICON VERDE,"""Silicone espátula verde, resistente y flexible, ideal para mezclar y servir alimentos con precisión y seguridad.""",80.0,Herramientas,Silicon,666661681689,666661681689,52151616,True,False,False
ESPATULA RECTA MGO METAL 25 cm,"Espátula recta MGO metálica de 25 cm, ideal para cocinar y servir, resistente y fácil de limpiar.",80.0,Herramientas,Espatula,TOL001016,4895217110903,48101817,True,False,False
ESPATULA MANGO SILICON,Espátula mango silicílica: un utensilio resistente y fácil de limpiar para preparar platillos deliciosos con fresco mango.,60.0,Herramientas,Silicon,666661688077,666661688077,52151616,True,False,False
ESPATULA DENTADA PLAST,"""Plástico flexible y resistente, con dientes dentados, ideal para el trabajo en masa, facilidad de uso y limpieza.""",90.0,Herramientas,Espatula,5-55157,7501553551573,52151613,True,False,False
JUEGO ESPATULAS CUADRADAS 3pz,"Juega con espátulas cuadradas en forma de tijeras, ideal para niños y adultos que disfrutan de juegos de mesa.",30.0,Herramientas,Espatula,666661686364,666661686364,52151613,True,False,False
ESPATULAS 2pz METAL Y PLASTICO,"""Espatulas de alta calidad, 2 unidades por paquete, en metal y plastico, ideales para cualquier cocina profesional o doméstica.""",120.0,Herramientas,Espatula,666661681613,666661681613,52151613,True,False,False
ESPATULAS METAL,"Espátulas metálicas de alta calidad, ideales para cocinar y servir platos con precisión y facilidad.",90.0,Herramientas,Espatula,666661686351,666661686351,52151613,True,False,False
ESPATULA PLASTICA PASTEL BLANCO,"Espátula plástica pastel blanca, ideal para mezclar y servir deliciosas recetas de repostería con facilidad y seguridad.",25.0,Herramientas,Espatula,7501553525310,7501553525310,52151613,True,False,False
ESPATULAS METAL 22CM,"Espatulas metálicas de alta calidad, de 22cm de largo, ideales para cocinar y servir alimentos con precisión y facilidad.",100.0,Herramientas,Espatula,666661686557,666661686557,52151613,True,False,False
ESPATULAS METAL 20CM,"Espatulas metálicas de 20cm, ideales para cocinar y servir, duraderas y fáciles de limpiar.",100.0,Herramientas,Espatula,666661688136,666661688136,52151613,True,False,False
ESPATULAS RASPA 3PZ,"""Espátulas rascas para hornos con mango duradero y cuchilla robusta, ideal para raspar leche y crema con facilidad.""",40.0,Herramientas,Espatula,666661686336,666661686336,52151613,True,False,False
ESPATULA OTOÑO 2PZ,"Espatula otoño 2pz, diseñada para mezclar y servir alimentos con facilidad en cualquier ocasión del año.",90.0,Herramientas,Espatula,666661686541,666661686541,52151613,True,False,False
JGO DE ESPATULAS MGO ROSA 3PZAS,"""Espátulas de cocina de alta calidad, robustas y duraderas, ideales para cocinar con precisión y comodidad.""",140.0,Herramientas,Espatula,4-1915,7501553419156,52151613,True,False,False
JGO DE ESPATULAS MGO VERDE 3PZAS,"Muy buena calidad, espátulas de cocina de espátulas de goma verde, resistente y fácil de limpiar en 3 pz.",140.0,Herramientas,Espatula,4-1916,7501553419163,52151613,True,False,False
JUEGO 4 ESPATULA SILICON,"Espátula silónica de 4 tamaños, ideal para diversas tareas en la cocina, resistente y fácil de limpiar.",170.0,Herramientas,Espatula,666661686539,666661686539,52151616,True,False,False
ESPATULA SILICON ROJA,"""Silicon espátula roja: resistente, ligera y fácil de limpiar, perfecta para batir y mezclar con precisión.""",125.0,Herramientas,Silicon,17716218,17716218,52151613,True,False,False
JGO DE ESPATULAS 2PZAS,"Espatulas de cocina de alta calidad, ideales para cocinar con precisión y comodidad en la cocina doméstica.",80.0,Herramientas,Espatula,666661680328,66661680328,52151613,True,False,False
ESPATULA 15cm MGO NEGRO,"Espatula de cocina de 15cm en mango de mgo negro, ideal para preparar y servir platos con precisión.",55.0,Herramientas,Espatula,4-1664,7501553416643,52151613,True,False,False
ESPATULA 20.5cm MGO NEGRO,"Espatula de alta calidad con mango negro y cabo largo, ideal para preparar y servir alimentos con precisión.",62.0,Herramientas,Espatula,4-1665,7501553416650,52151613,True,False,False
ESPATULA 23cm MGO NEGRO,"Espatula de cocina de alta calidad, 23cm de largo, MGO negro, ideal para mezclar y servir alimentos con precisión.",69.0,Herramientas,Espatula,4-1666,7501553416667,52151613,True,False,False
JGO DECORACION ESPATULA BOLSA DUYAS 8pz,"Sistema de espátulas reutilizables y prácticas para la decoración, ideal para eventos y festividades con una variedad de colores.",100.0,Herramientas,Espatula,TOL000857,4895217106890,48101817,True,False,False
ESPATULA SILI MGO PLAST TRANSP 31cm,"""Espatula sillicón resistente a altas temperaturas y transpártida, ideal para hornear y cocinar con precisión."" (16 palabras)",50.0,Herramientas,Silicon,SIL001121,4895217121121,52151616,True,False,False
ESPATULA CUCHARA SILI MGO PLAST 25cm,"Espátula cuchara sili MGO Plast de 25 cm, ideal para cocinar y mezclar alimentos con facilidad y seguridad.",74.0,Herramientas,Espatula,SIL001122,4895217121138,52151600,True,False,False
"SERIE ""E"" JGO DE 2 ESPATULAS SILI ROS","Silicon espátulas de alta calidad, resistente a altas temperaturas, ideal para manipular y servir alimentos de manera segura.",73.0,Herramientas,Silicon,3-0176,7501553301765,52151613,True,False,False
ESPATULA SILI (ALMA PLAST) 28cm,"""Espatula silicón de alta calidad Alma Plast, resistente a altas temperaturas y fácil de limpiar."" (16 palabras)",55.0,Herramientas,Silicon,TOL001047,4895217119319,52151616,True,False,False
ESPATULA SILI MGO ROJO 25 cm,"""Mejora la eficiencia en la preparación de tartas y pastelerías con esta espátula silónica resistente al calor roja.""",46.0,Herramientas,Silicon,TOL000995,4895217110118,52151616,True,False,False
ESPATULA FLEXIBLE DE SILICON,"""Coloca con precisión y flexibilidad en tu repostería, la espatula flexible de silicon te ayudará a crear perfección.""",165.0,Herramientas,Silicon,249504,8002522525049,52151616,True,False,False
ESPATULA JENGIBRE,Espátula jengibre: innovadora herramienta de cocina con una base resistente y hoja de jengibre fresco para un sabor único.,105.0,Herramientas,Espatula,4895217139027,4895217139027,52151616,True,False,False
ESPATULA PINO,"Espátula Pino: herramienta versátil y resistente para freír, mezclar y servir con precisión y comodidad.",105.0,Herramientas,Espatula,4895217139010,4895217139010,52151616,True,False,False
ESPATULA GORRO SANTA,Espátula Gorro Santa: una espátula con forma de gorro para cocinar con estilo y diversión durante las fiestas navideñas.,105.0,Herramientas,Espatula,4895217139034,4895217139034,52151616,True,False,False
JGO CORTA AINOX PERRO HUESOS HUELLA 3pz,"Espátula para cortar huesos de perro en forma de hueso, ideal para alimentación saludable y fácil de limpiar.",102.0,Herramientas,Espatula,CTR000617,4895217129516,52151625,True,False,False
JGO DE ESPATULAS 3 PZAS,"Espátulas de cocina de alta calidad, ideales para hornear y cocinar, disponibles en tres tamaños diferentes.",160.0,Herramientas,Espatula,4-1677,7501553416773,52151613,True,False,False
JGO ESPATULAS MGO ROSA 3pz,"Espatulas de cocina de alta calidad, Mgo y rosa, ideales para hornear, cocinar y decorar cualquier plato.",140.0,Herramientas,Espatula,TOL000934,4895217108252,52151616,True,False,False
JGO DE ESPATULAS MGO COLORES 3PZAS,"""Espatulas de alta calidad, Mgo y colorido, perfectas para cocinar, ideal para niños y adultos, fácil de limpiar.""",140.0,Herramientas,Espatula,4-1917,7501553419170,52151613,True,False,False
ESPATULA MINI CON FLECHAS SILICON,"""Espátula mini con flechas silicon que facilita la presentación y el servicio de tus deliciosos postres y dulces.""",85.0,Herramientas,Silicon,2103-4380,070896043801,50192300,True,False,False
ESPATULA CORAZON,"""Espátula Corazón: Diseño elegante y funcional, perfecta para cocinar con amor y precisión en cada plato.""",65.0,Herramientas,Espatula,HGH00010,6953176693283,52151616,True,False,False
ESPATULA SILI (ALMA ACERO) 21cm,"Espátula silicón de alta calidad, resistente a altas temperaturas y ácidos, perfecta para hornear y cocinar con precisión.",44.0,Herramientas,Silicon,TOL001050,4895217119340,52151616,True,False,False
ESPATULA PLAST CH,"""Espátula plástica de alta calidad, resistente y fácil de limpiar para preparar deliciosos platillos en casa.""",34.0,Herramientas,Espatula,JP-609-S,7501553525307,52151613,True,False,False
ESPATULA PLAST MD,"Espátula Plástica MD, ideal para hornear y cocinar, resistente a altas temperaturas y fáciles de limpiar.",46.0,Herramientas,Espatula,JP-609-M,7501553525314,52151613,True,False,False
ESPATULA PLAST GDE,"Plástico resistente, ergonómica y fácil de limpiar, ideal para mezclar y servir postres y dulces con comodidad.",62.0,Herramientas,Espatula,JP-609-L,7501553525321,52151613,True,False,False
ESPATULA SIL CH,"Silicone espátula silch, ligera y flexible, ideal para mezclar y servir, resistente a altas temperaturas.",88.0,Herramientas,Silicon,JP-607-S,7501553525338,52151613,True,False,False
ESPATULA SILI 32 CM,"Silicone espátula de 32 cm, resistente y duradera, ideal para mezclar y servir alimentos en la cocina.",73.0,Herramientas,Silicon,SIL000816,4895217101062,52151613,True,False,False
ESPATULA SILI VARIOS MC,"Silicon espátula de alta calidad, resistente y flexible, ideal para manipular mezclas y decorar pastelados con precisión.",75.0,Herramientas,Silicon,LRH-1062,6916830010628,52151616,True,False,False
ESPATULA SILI VARIOS MC,"Silicon espátula Sili Varios Mc, ideal para mezclar y servir con versatilidad y durabilidad en la cocina profesional.",75.0,Herramientas,Silicon,LRH-1062,6916830010628,52151616,True,False,False
ESPATULA JUMBO MANGO GRIS,"Espátula jumbo en mango gris, ideales para mezclar y servir deliciosos postres y dulces de alta calidad.",120.0,Herramientas,Espatula,563506,563506,52151613,True,False,False
JGO RASPA PEINE PARA DECORAR 3pz,"""Raspa peine decorativo para decorar pastelería, perfecto para eventos y fiestas, 3 piezas por paquete.""",67.0,Herramientas,Raspa,1132739,7501553550019,48101817,True,False,False
ESPATULA SIL DOBLE ROJO 27CM,"Silicon espátula doble redonda de 27cm, resistente y flexible, ideal para batir y mezclar recetas culinarias con facilidad.",30.0,Herramientas,Silicon,5-5439,5-5439,52151616,True,False,False
JUEGO DE ESPATULAS SILICON 6PZ,"""Excelente juego de espátulas siliconizadas de alta calidad, perfectas para cocinar y proteger superficies en el hogar.""",350.0,Herramientas,Silicon,HG2020,HG2020,52151616,True,False,False
ESPATULA MADERA M,"Espátula madera M, diseñada para cocinar con comodidad y precisión, ideal para barbacoas y eventos de cocina al aire libre.",60.0,Herramientas,Espatula,666661686220,666661686220,52151613,True,False,False
ESPATULA MADERA G,"""Espatula madera G, ergonómica y resistente, ideal para cocinar y servir con precisión y estilo.""",70.0,Herramientas,Espatula,666661686222,666661686222,52151613,True,False,False
ESPATULA MADERA CH,"Espátula madera de alta calidad, resistente y duradera, ideal para cocinar con precisión y seguridad en la cocina.",45.0,Herramientas,Espatula,666661686219,666661686219,52151613,True,False,False
PALA METALICA,"""Metalica, la espátula de repostería innovadora con mango resistente y borde preciso para mezclar y preparar con facilidad.""",30.0,Herramientas,Espatula,666661682191,666661682191,52151613,True,False,False
ESPATULA METAL MANGO BLANCO,"Espátula metálica de mango blanco, ideal para mezclar y servir, duradera y resistente a altas temperaturas.",100.0,Herramientas,Espatula,666661686333,666661686333,52151613,True,False,False
PINZA NEGRA 25CM,"""Spátula negra de alta calidad, 25cm, perfecta para cocinar y presentar platillos con precisión y estilo.""",120.0,Herramientas,Espatula,HG2024,HG2024,52151616,True,False,False
ESPATULA  SILICON NEGRA,"Espatula silicon negra, resistente y flexible, ideal para servir y manejar alimentos con facilidad y precisión en la cocina.",100.0,Herramientas,Silicon,HG2025,HG2025,52151616,True,False,False
ESPATULA CUCHARA SILICON NEGRA,"""Utilidad práctica y duradera en la cocina con esta espátula cuchara de silicon negro, ideal para menajes fáciles.""",120.0,Herramientas,Silicon,HG2026,HG2026,52151616,True,False,False
ESPATULA MINI SILICON NEGRA,Espátula mini silicon negra: herramienta versátil y resistente al calor para manipular ingredientes en la cocina.,90.0,Herramientas,Silicon,HG2027,HG2027,52151616,True,False,False
ESPATULA CUCHILLO SILICON NEGRA,"Espátula cuchillo silicon negro, resistente y flexible, ideal para manipular y servir alimentos con facilidad y precisión.",100.0,Herramientas,Silicon,HG2028,HG2028,52151616,True,False,False
ESPATULA SILICON TIPO CUCHILLO,"""Espátula de siliconio con cuchillo afilado, ideal para reposar y servir alimentos en la mesa con facilidad y seguridad.""",75.0,Herramientas,Silicon,4246,4246,52151616,True,False,False
"MANGA P/DECO PLAST 14""1PZ","Manga decorativa de 14 cm, ideal para agregar un toque personalizado a cualquier espacio.",50.0,Herramientas,Mangas,6988202280281,6988202280281,48101817,True,False,False
"MANGA DESECHABLE 12"" C/100","Mangas desechables de 12"" para eventos y fiestas, con capa resistente y duradera por ciento de poliéster.",706.0,Herramientas,Mangas,2104-1249,070896242495,52151500,True,False,False
MANGA ALEGRIA 100PZ 27CM,"Mangas Alegria, deliciosos dulces con forma de mangas, perfectos para satisfacer el dulce y juguetón.",250.0,Herramientas,Mangas,HGH00015,HGH00015,48101817,True,False,False
MANGA ALEGRIA 100PZ 30CM,"Mangas Alegria, deliciosas bolitas rellenas de crema y cubiertas con azúcar glas, perfectas para cualquier momento.",250.0,Herramientas,Mangas,HGH00016,HGH00016,48101817,True,False,False
MANGA ALEGRIA 100PZ 34CM,"""Disfruta de deliciosas mangas caseras con Manga Alegria, una experiencia dulce y satisfecha en cada mordida, 100pz, 34cm.""",250.0,Herramientas,Mangas,HGH00017,HGH00017,48101817,True,False,False
MANGA ECONOMICA CHICA 1pz,"Mangas económicos y deliciosos, perfectos para un snack saludable y asequible de solo 1 euro la pieza.",1.5,Herramientas,Mangas,666661680641,666661680641,52151500,True,False,False
MANGA ECONOMICA CHICA 100pz,"""Descubre mangas económicos de alta calidad, 100 porzo, a precios accesibles para disfrutar sin sacrificar la calidad.""",120.0,Herramientas,Mangas,HGMAN001,HGMAN001,52151500,True,False,False
MANGA ECONOMICA GRANDE 1pz,"Mangas económicos grandes a un precio asequible, ideal para decorar y personalizar cualquier espacio con estilo y sabor.",1.5,Herramientas,Mangas,666661680643,666661680643,52151500,True,False,False
MANGA ECONOMICA GRANDE 100pz,"Mangas económicas de alta calidad, grandes y variadas, 100 unidades por paquete, a precios accesibles para todos los fans.",120.0,Herramientas,Mangas,HGMAN002,HGMAN002,52151500,True,False,False
BOLSA P/DECORAR PLAST 30cm 12pz,"""Decoración manga y accesorios para bolso, de plástico colorido en 12 variedades, ideal para mangas, anime y cosplay"".",51.0,Herramientas,Mangas,TOL000844,4895217106760,48101817,True,False,False
BOLSA REUSABLE PARA DECORAR NO. 10,"Bolsa reutilizable con diseños divertidos y coloridos para decorar tu espacio, perfecta para fans de mangas y fanáticos.",55.0,Herramientas,Mangas,B10,B10,48101817,True,False,False
BOLSA REUSABLE PARA DECORAR NO. 12,Mangas decorativas reusables con bolsa grande y variadas opciones de diseño para personalizar tus espacios y objetos.,84.0,Herramientas,Mangas,B12,B12,48101817,True,False,False
BOLSA REUSABLE PARA DECORAR NO. 16,"Bolsa reutilizable decorativa de manga número 16, perfecta para llevar tus mangas favoritas en cualquier lugar.",130.0,Herramientas,Mangas,B16,B16,48101817,True,False,False
BOLSA REUSABLE PARA DECORAR NO. 18,"Bolsa reutilizable decorada con diseños exclusivos, perfecta para llevar tus mangas favoritas a cualquier lugar.",140.0,Herramientas,Mangas,B18,7501553780607,48101817,True,False,False
BOLSA REUSABLE PARA DECORAR NO. 21,"Mangas decorativas reutilizables para bolsas de repostería, personalizables con el número 21 en colores brillantes y versátiles.",150.0,Herramientas,Mangas,B21,B21,48101817,True,False,False
JGO ACOPLADOR PLAST BLANCO Ø2cm 5pz,"Coples acopladores plásticos blancos ø2cm, ideal para reparar y reemplazar piezas de repostería y decoración doméstica.",46.0,Herramientas,Coples,TOL001066,TOL001066,48101817,True,False,False
"MANGA GRUESA DESECHABLE 16"" 1PZ","Mangas gruesas desechables de 16"" para decorar y embellecer cualquier ocasión, con un diseño versátil y elegante.",5.0,Herramientas,Mangas,41673,TOL000847,48101817,True,False,False
"MANGA DESECHABLE 10.5"" 1pz ALEGRIA","Manga desechable de 10,5"" con diseños divertidos y alegres para niños, fácil de usar y lavar.",3.0,Herramientas,Mangas,TOL000835,4895217104780,48101817,True,False,False
"MANGA DESECHABLE 12"" 1pz ALEGRIA","Manga desechable alegre, 12"", 1 unidad por paquete, divertido y fácil de consumir para niños.",3.0,Herramientas,Mangas,TOL000836,4895217104797,48101817,True,False,False
"MANGA DESECHABLE 14"" 1pz ALEGRIA","Manga desechable y elegante con diseño alegre, perfecta para regalos o uso diario, disponible en 14"" tamaño.",3.0,Herramientas,Mangas,TOL000837,4895217104803,48101817,True,False,False
BOLSA P/DECORAR PLAST 30cm 1pz,"Bolsa decorativa de manga en plástico, ideal para decorar mesitas, escritorios y áreas de descanso con estilo mangá.",5.0,Herramientas,Mangas,7501553416728,7501553416728,48101817,True,False,False
"MANGA DESECHABLE 14"" CON 100 PIEZAS","Manga desechable de 14"" con 100 piezas, perfecta para fiestas y eventos, fácil de usar y limpiar.",300.0,Herramientas,Mangas,700894046014,700894046014,52151500,True,False,False
MANGA ECONOMICA CHICA 50pz,"Mangas económicos y deliciosos, 50 porciónezas de sabor único, ideal para cualquier momento del día o ocasión especial.",60.0,Herramientas,Mangas,HGMAN003,HGMAN003,48101817,True,False,False
BOLSA PARA DECORAR No.12/30cm (Japon),"Mangas decorativas de alta calidad en bolsas de 30cm, perfectas para agregar un toque personalizado a cualquier espacio.",84.0,Herramientas,Mangas,4-0392,7501553403926,48101817,True,False,False
BOLSA P/DECORAR PLAST 30cm 100pz,"""Decoración divertida para mangas y libros, bolsa de plástico transparente de 30cm con capas de colores brillantes.""",330.0,Herramientas,Mangas,4-1672,4-1672,48101817,True,False,False
BOLSA P/DECORAR NO.16 40cm 100pz,"Decoraciones para mangas en bolsa, 100 unidades de 40cm, ideal para regalos o decorar eventos y fiestas.",360.0,Herramientas,Mangas,4-1673,4-1673,48101817,True,False,False
BOLSA P/DECORAR PLAST 40cm 1pz,"Plástico decorativo de manga de 40cm, perfecto para adornar y personalizar objetos en casa y el trabajo.",5.0,Herramientas,Mangas,7501553416735,7501553416735,48101817,True,False,False
MANGA DESECHABLE 18CM C/50 PZ,"Mangas desechables de 18cm, ideal para bebés y niños, con corteza duradera y pegamento seguro, 50 unidades por pack.",280.0,Herramientas,Mangas,8996042125448,8996042125448,52151500,True,False,False
"MANGA DESECHABLE 14"" CON 12 PIEZAS","Mangas desechables de 14"" con 12 piezas, perfectas para fiestas y ocasiones especiales, fácil de usar y limpiar.",65.0,Herramientas,Mangas,700894043014,700894043014,52151500,True,False,False
"MANGA DESECHABLE 12"" ROLLO C/100 PZAS","Mangas desechables de 12"" en rollo, perfectos para fiestas y eventos, 100 unidades por paquete.",450.0,Herramientas,Mangas,4041012,700764041012,52151600,True,False,False
"MANGA DESECHABLE 16"" ROLLO C/100 PZAS","Manga desechable a prueba de hambre, fácil de usar y reutilizable en 100 capas de 16"".",440.0,Herramientas,Mangas,4041016,4041016,52151600,True,False,False
"MANGA DESECHABLE 12"" C/100 PZAS","Mangas desechables de 12"" con cierre y para uso diario, ideal para niños y adultos en fiestas o eventos.",280.0,Herramientas,Mangas,4046012,4046012,52151500,True,False,False
"MANGA DESECHABLE 12"" 1PZ","Mangas desechables de alta calidad, 12"", por persona, perfectos para ocio infantil, festividades y eventos temporales.",5.0,Herramientas,Mangas,700894046012,700894046012,52151500,True,False,False
"MANGA DESECHABLE 16"" C/100 PZAS","""Mangas desechables de 16"" y 100 unidades por paquete, perfectos para niños, fiestas y ocaciones fúnebres.""",380.0,Herramientas,Mangas,4046016,4046016,52151500,True,False,False
MANGA DES 16 1PZ,"Manga des 16 con una textura crujiente y sabor intenso, perfecto para disfrutar en cualquier momento.",5.0,Herramientas,Mangas,700894046016,700894046016,52151500,True,False,False
"MANGA DESECHABLE 12"" C/12 PZAS","Mangas desechables de 12"" y c/12 pastillas, perfectos para fiestas temáticas, eventos y decoraciones de cumpleaños.",60.0,Herramientas,Mangas,700764043012,700764043012,52151500,True,False,False
"MANGA DESECHABLE 16"" C/12 PZAS","Mangas desechables de 16 pulgadas, ideales para fiestas y eventos, con cierre de 12 placas por pack.",60.0,Herramientas,Mangas,700894043016,700894043016,52151500,True,False,False
LIGAS PARA MANGAS C/10 PZAS,"""Manos perfectas para mangas de alta calidad, diseñadas con cuchillas afiladas y manija ergonómica.""",88.0,Herramientas,Mangas,700818121002,700818121002,52151600,True,False,False
LIGAS PARA MANGA DECORADORA C/12,"""Disculpa, no puedo proporcionarte una descripción comercial específica para este producto sin más información. ¿Podrías proporcionar más detalles?",163.0,Herramientas,Mangas,417-173,070896417138,52151600,True,False,False
BASE PARA MANGAS,"""Base clásica para mangas, perfecta para decorar y regalar, con diseños variados y colores vibrantes.""",543.0,Herramientas,Mangas,417-1186,070896611864,48101817,True,False,False
MANGA POLIBOLSA CHICA,"Manga polibolsa chica, galleta crujiente y dulce, ideal para un snack saludable y delicioso en cualquier momento.",120.0,Herramientas,Mangas,666661686030,666661686030,52151600,True,False,False
MANGAS PASTELERAS POLIPAPEL 100 PZS. CHICA CHERRY,"Deliciosa mangas pasteleras de polipapel, cherry, ideal para festividades y regalos, 100 unidades por pack.",120.0,Herramientas,Mangas,DTEM59,DTEM59,52151600,True,False,False
MANGAS PASTELERAS POLIPAPEL 100 PZS. MEDIANA CHERRY,"Mangas pasteleras polipapel medianas de cereza, perfectas para decorar partidos y fiestas con una toque de diversión.",145.0,Herramientas,Mangas,DTEM151,DTEM151,52151600,True,False,False
MANGAS PASTELERAS POLIPAPEL 100 PZS. GRANDE CHERRY,"Mangas pasteleras de polipapel en forma de granada cherry, perfectas para fiestas y eventos temáticos, 100 unidades por paquete.",165.0,Herramientas,Mangas,DTEM60,DTEM60,52151600,True,False,False
VELA ESPIRAL ROJA 12PZ,"Vela espiral roja de alta calidad, aromatizada y de diseño atractivo para decorar tu hogar con un toque festivo.",45.0,Velas,Velas,52852,1908071528524,39112604,True,False,False
VELA ESPIRAL ROSA 12PZ,"""Velitas espirales rosa en pack de 12 unidades, para aderezar cualquier espacio con un toque romántico y elegante.""",45.0,Velas,Velas,5257,1908071528579,39112604,True,False,False
VELA ESPIRAL ORO 12PZ,"Velas Espiral Oro de alta calidad, aromáticas y visuales, perfectas para decorar y crear un ambiente íntimo.",45.0,Velas,Velas,52858,1908071528586,39112604,True,False,False
VELA CORAZON ESPIRAL 4PZ,"""Enciende la espiral de amor con velas corazones espirales de 4 colores, ideal para decorar cualquier momento especial.""",55.0,Velas,Velas,52548,1908071525486,39112604,True,False,False
VELA ESPIRAL ROSA AZUL MORADO BRILLO12pz,"Velas espiral rosada azul morado, brillo 12 pz, perfecta para decorar y aromatizar cualquier espacio en casa.",20.0,Velas,Velas,CND000859,4895217105121,39112604,True,False,False
VELA ESPIRAL ROJA AZUL VERDE BRILLO 12pz,"Velas espirales de colores brillantes (roja, azul y verde) en una selección de 12 tonos vibrantes.",20.0,Velas,Velas,CND000860,4895217105138,39112604,True,False,False
VELA PLATA 13CM,"Vela Plata 13cm, una vela elegante y sofisticada para iluminar cualquier espacio con su brillo platino natural.",67.0,Velas,Velas,CND000944,4895217105985,39112604,True,False,False
VELA ROSA 13CM,"Vela rosa 13cm, aromatizada con aceites esenciales, para crear un ambiente acogedor y relajante en cualquier espacio.",67.0,Velas,Velas,CND000946,4895217106005,39112604,True,False,False
VELA CARAMELO ESPIRAL AZUL 24PZ,"Velitas carameladas espiral azul, decorativas y aromáticas, perfectas para crear un ambiente acogedor en cualquier momento. (20 palabras)",22.0,Velas,Velas,A60493/A,7501553904935,39112604,True,False,False
VELA CARAMELO ESPIRAL  24PZ,"""Enciende la magia con velas caramelo espiral, aromatizadas con sabor a canela y especias, en paquete de 24 unidades.""",22.0,Velas,Velas,60522,7501553905208,39112604,True,False,False
VELA PLATEADA 6PZ,"Vela plateada 6pz, decoración para mesa y ambiente, aromatización del hogar con un toque de lujo y elegancia.",35.0,Velas,Velas,8988555509815,8988555509815,90151800,True,False,False
VELA DORADA 6PZ,"""Enciende la magia con la Vela Dorada, una velita de alta calidad con un toque de lujo y calor cálido.""",35.0,Velas,Velas,8988555509808,8988555509808,90151800,True,False,False
VELA CHISPEANTE PLATA 16cm 18pz,"Velitas chispantes de plata, 16cm cada una, en pack de 18 unidades para decorar y iluminar cualquier espacio.",55.0,Velas,Velas,CND001343,4895217152101,39112604,True,False,False
VELA CHISPEANTE DORADO 16cm 18pz,"Velas chispeantes doradas de alta calidad, perfectas para crear un ambiente íntimo y acogedor en cualquier espacio.",55.0,Velas,Velas,CND001342,4895217152095,39112604,True,False,False
VELA DORADA 13cm 12pz,"Velas doradas, de alta calidad, iluminación cálida y acogedora para cualquier espacio, 12 unidades por pack.",65.0,Velas,Velas,CND000943,4895217105978,39112604,True,False,False
VELA BENGALA CHISPERA,"Vela Bengala Chispera: velas aromatizadas con sabores exóticos y especias, para crear un ambiente mágico y relajante en casa.",30.0,Velas,Velas,HGBENG001,HGBENG001,39112600,True,False,False
