sku,nombre,imagen_local,supabase_url
"31124","MARCADOR DE CONCHA MX","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/31124.jpg",""
"4-2890","MARCADOR PLAST REBANADAS 10/12 ALEGRIA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2890.jpg",""
"PINC02","PINCELES LENGUA DE GATO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PINC02.jpg",""
"DTM226","JGO PINCEL FINO 3PZ CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DTM226.jpg",""
"6946320216834","JGO PINCEL G-168L 6pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6946320216834.jpg",""
"6946320214847","JGO PINCEL G-148F 4pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6946320214847.jpg",""
"6946320216827","JGO PINCEL G-168S 6pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6946320216827.jpg",""
"6808369002062","JGO PINCEL BOYIXUAN 5pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6808369002062.jpg",""
"6218850612104","JGO PINCEL YH-10 6pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6218850612104.jpg",""
"4895217111788","GODETE Y PINCELES 5PZ ALEGRIA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4895217111788.jpg",""
"666661680997","JUEGO DE PINCELES ARCOIRIS 6PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680997.jpg",""
"YHB07","JUEGO DE PINCELES 12PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/YHB07.jpg",""
"HGYHB07","PINCEL 1PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGYHB07.jpg",""
"11812005","JUEGO DE PINCELES 5PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/11812005.jpg",""
"TC3078-1","TAPETE PARA HORNEAR 30X40","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC3078-1.jpg",""
"3-0001","TAPETE DE SILI 62X42 cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/3-0001.jpg",""
"DTEM307","TAPETE PARA CORTE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DTEM307.jpg",""
"70896654502","TAPETE PARA HORNEAR 26X40.6CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896654502.jpg",""
"DTEM97","TAPETE SILICON ROSA CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DTEM97.jpg",""
"HGTAP02","TAPETE ANTIDERRAPANTE GRANDE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGTAP02.jpg",""
"HGTAP03","TAPETE ANTIDERRAPANTE MEDIANO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGTAP03.jpg",""
"HGTAP04","TAPETE ANTIDERRAPANTE CHICO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGTAP04.jpg",""
"666661680996","TAPETE SILICON C/100","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680996.jpg",""
"666661683125","TAPETE SILICON C/200","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661683125.jpg",""
"666661683124","TAPETE SILICON MACARRON","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661683124.jpg",""
"DTEM92","TAPETE DE MACARRONES CORAZONES CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DTEM92.jpg",""
"17730824","TAPETE  HORNEAR REUSABLE 40X60","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/17730824.jpg",""
"3-0002","TAPETE DE SILI 43X31 cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/3-0002.jpg",""
"TC3078","TAPETE PARA HORNEAR 40X60","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC3078.jpg",""
"000489517611 815","TAPETE SILICON 29X42","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/000489517611 815.jpg",""
"25040601","TAPETE SILICON MACARRONES 39X28.5CM WILTON","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/25040601.jpg",""
"TH000000000202","TAPETE SILICON MACARRONES GRANDE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TH000000000202.jpg",""
"HGTAP01","TAPETE SILICON MACARRONES CHICO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGTAP01.jpg",""
"7501553798978","TAPETE SILICON 43x31cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7501553798978.jpg",""
"TOL00000004","TAPETE SILICON","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TOL00000004.jpg",""
"4-2654","TERMOMETRO DIGITAL LCD BLANCO -40°a230°C","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2654.jpg",""
"90903","TERMOMETRO P/REPOSTERIA Y CONFITERIA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/90903.jpg",""
"TERM01","TERMOMETRO DIGITAL PARA ALIMENTOS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TERM01.jpg",""
"750155310249","TERMOMETRO ANALOG REDONDO Ø5CM 10°a260°C","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/750155310249.jpg",""
"DTEM538","TERMOMETRO HORNO INOXIDABLE CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DTEM538.jpg",""
"666661680706","TERMOMETRO DIGITAL 80706","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680706.jpg",""
"666661680705","TERMOMETRO BLANCO DIGITAL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680705.jpg",""
"666661686007","TERMOMETRO DIGITAL 80706","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661686007.jpg",""
"COT000411","TERMOMETRO DIGITAL -50°-+300°C","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/COT000411.jpg",""
"389426","TERMOMETRO BLANCO DIGITAL MC","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/389426.jpg",""
"190321812255","TERMOMETRO PARA PAN","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/190321812255.jpg",""
"180-1511","TERMOMETRO PARA HORNO ACERO INOXIDABLE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/180-1511.jpg",""
"COT000415","TERMOMETRO P/HORNO 38°-315°C","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/COT000415.jpg",""
"700891201660","CEPILLO LIMPIADOR DUYA CHICO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/700891201660.jpg",""
"700891201662","CEPILLO LIMPIADOR DUYA MEDIANO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/700891201662.jpg",""
"7-0004","CEPILLO LIMPIADOR DE DUYAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7-0004.jpg",""
"418-1123","CEPILLO DUYA CH","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/418-1123.jpg",""
"HG2021","BASE METALICA CHICA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HG2021.jpg",""
"HG2022","BASE METALICA MEDIANA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HG2022.jpg",""
"HG2023","BASE METALICA GRANDE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HG2023.jpg",""
"HGBP00119","DISCO DOBLECORRU PLATA 12CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00119.jpg",""
"HGBP00120","DISCO DOBLECORRU ORO 12CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00120.jpg",""
"HGBP00141","DISCO DOBLECORRUGA ORO 32CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00141.jpg",""
"HGBP00148","DISCO DOBLECORRUGA PLATA 32CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00148.jpg",""
"DB14","DISCO BLANCO 14 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DB14.jpg",""
"DB16","DISCO BLANCO 16 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DB16.jpg",""
"DB18","DISCO BLANCO 18 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DB18.jpg",""
"DB24","DISCO BLANCO 24 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DB24.jpg",""
"DB26","DISCO BLANCO 26 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DB26.jpg",""
"BPL34","BASE DORADA LISTON 34 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BPL34.jpg",""
"BPL42","BASE PLATA LISTON 42 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BPL42.jpg",""
"HGBP00049","DISCO DOBLECORRU PLATA 20CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00049.jpg",""
"HGBP00046","DISCO DOBLECORRU ORO 22CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00046.jpg",""
"HGBP00047","DISCO DOBLECORRU PLATA 23CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00047.jpg",""
"HGBP00048","DISCO DOBLECORRUGA PLATA 34CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00048.jpg",""
"COT000517","BASE CARTON REDONDA DORADA Ø25cm10pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/COT000517.jpg",""
"COT000518","BASE CARTON REDONDA DORADA Ø30cm10pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/COT000518.jpg",""
"36089","CARTON DORADO MEXICANO NO.8","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/36089.jpg",""
"36091","CARTON DORADO MEXICANO NO.12","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/36091.jpg",""
"36093","CARTON DORADO MEXICANO NO.16","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/36093.jpg",""
"HGMDF0020P","BASE MDF PLATA 20CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0020P.jpg",""
"HGMDF0020D","BASE MDF DORADO 20CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0020D.jpg",""
"HGMDF0020B","BASE MDF BLANCO 20CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0020B.jpg",""
"HGMDF0025P","BASE MDF PLATA 25CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0025P.jpg",""
"HGMDF0025D","BASE MDF DORADO 25CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0025D.jpg",""
"HGMDF0025B","BASE MDF BLANCO 25CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0025B.jpg",""
"HGMDF0025CP","BASE MDF CUADRADA PLATA 25CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0025CP.jpg",""
"HGMDF0025CD","BASE MDF CUADRADA DORADO 25CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0025CD.jpg",""
"HGMDF0025CB","BASE MDF CUADRADA BLANCO 25CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0025CB.jpg",""
"HGMDF0030P","BASE MDF PLATA 30CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0030P.jpg",""
"HGMDF0030D","BASE MDF DORADO 30CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0030D.jpg",""
"HGMDF0030B","BASE MDF BLANCO 30CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0030B.jpg",""
"HGMDF0030CP","BASE MDF CUADRADA PLATA 30CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0030CP.jpg",""
"HGMDF0030CD","BASE MDF CUADRADA DORADO 30CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0030CD.jpg",""
"HGMDF0030CB","BASE MDF CUADRADA BLANCO 30CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0030CB.jpg",""
"HGMDF0035P","BASE MDF PLATA 35CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0035P.jpg",""
"HGMDF0035D","BASE MDF DORADA 35CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0035D.jpg",""
"HGMDF0035B","BASE MDF BLANCA 35CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0035B.jpg",""
"HGMDF0035CP","BASE MDF CUADRADA PLATA 35CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0035CP.jpg",""
"HGMDF0035CD","BASE MDF CUADRADA DORADO 35CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0035CD.jpg",""
"HGMDF0035CB","BASE MDF CUADRADA BLANCO 35CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0035CB.jpg",""
"HGMDF0040P","BASE MDF PLATA 40CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0040P.jpg",""
"HGMDF0040D","BASE MDF DORADO 40CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0040D.jpg",""
"HGMDF0040B","BASE MDF BLANCO 40CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0040B.jpg",""
"HGMDF0040CP","BASE MDF CUADRADA PLATA 40CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0040CP.jpg",""
"HGMDF0040CD","BASE MDF CUADRADA DORADO 40CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0040CD.jpg",""
"HGMDF0040CB","BASE MDF CUADRADA BLANCA 40CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGMDF0040CB.jpg",""
"32019","CARTON RECTANGULAR ALUMINIO 35X47","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/32019.jpg",""
"36104","CARTON PLATEADO MEXICANO 1/4  25X35","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/36104.jpg",""
"36095","CARTON DORADO MEXICANO 1/4 25X35","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/36095.jpg",""
"36096","CARTON DORADO MEXICANO 1/2 35X47","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/36096.jpg",""
"HGBP00033","DISCO DOBLE CORRUGADO ORO 15CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00033.jpg",""
"HGBP00034","DISCO DOBLE CORRUGADO PLATA 18CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00034.jpg",""
"HGBP00035","DISCO DOBLE CORRUGADO ORO 20CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00035.jpg",""
"HGBP00036","DISCO DOBLE CORRUGADO PLATA 22CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00036.jpg",""
"HGBP00037","DISCO DOBLE CORRUGADO ORO 18CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00037.jpg",""
"HGBP00038","DISCO DOBLE CORRUGADO ORO 23CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00038.jpg",""
"HGBP00039","DISCO DOBLE CORRUGADO PLATA 25CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00039.jpg",""
"HGBP00040","DISCO DOBLE CORRUGADO ORO 25CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00040.jpg",""
"HGBP00041","DISCO DOBLE CORRUGADO ORO 34CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00041.jpg",""
"HGBP00042","DISCO DOBLE CORRUGADO ORO 43CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00042.jpg",""
"HGBP00043","Disco plano Plata c/pestaña 8cm c/25","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00043.jpg",""
"HGBP00044","Disco plano Oro c/pestaña 8cm c/25","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00044.jpg",""
"HGACR0026","BASE MDF CUADRADA DORADO 35CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGACR0026.jpg",""
"HGACR0036","BASE MDF CUADRADA BLANCO 35CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGACR0036.jpg",""
"HGACR0034","BASE MDF BLANCA 35CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGACR0034.jpg",""
"COT0000535","BASE ROSADA 23CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/COT0000535.jpg",""
"36090","CARTON DORADO MEXICANO NO.10","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/36090.jpg",""
"BD18","BASE DORADA 18 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BD18.jpg",""
"BP18","BASE PLATA 18 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BP18.jpg",""
"BD20","BASE DORADA 20 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BD20.jpg",""
"BP20","BASE PLATA 20 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BP20.jpg",""
"BBS20","BASE BLANCA C/S 20 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BBS20.jpg",""
"BP22","BASE PLATA 22 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BP22.jpg",""
"BBS22","BASE BLANCA C/S 22 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BBS22.jpg",""
"BD25","BASE DORADA 25 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BD25.jpg",""
"BP25","BASE PLATA 25 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BP25.jpg",""
"BBS25","BASE BLANCA C/S 25 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BBS25.jpg",""
"BP28","BASE PLATA 28 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BP28.jpg",""
"BBS28","BASE BLANCA C/S 28 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BBS28.jpg",""
"BP30","BASE PLATA 30 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BP30.jpg",""
"BP23X23","BASE PLATA 23X23 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BP23X23.jpg",""
"BDL20","BASE DORADA LISTON 20 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BDL20.jpg",""
"BPL20","BASE PLATA  LISTON 20 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BPL20.jpg",""
"BDL25","BASE DORADA LISTON 25 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BDL25.jpg",""
"BPL25","BASE PLATA LISTON 25 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BPL25.jpg",""
"BDL30","BASE DORADA LISTON 30 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BDL30.jpg",""
"BPL36","BASE PLATA LISTON 36 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BPL36.jpg",""
"BDL40","BASE DORADA LISTON 40 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BDL40.jpg",""
"BDCOR22","BASE DORADA CORAZON 22 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BDCOR22.jpg",""
"BPC22","BASE PLATA CORAZON 22 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BPC22.jpg",""
"BBSC22","BASE BLANCA C/S CORAZON 22 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BBSC22.jpg",""
"BDC32","BASE DORADA CORAZON 32 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BDC32.jpg",""
"BPC32","BASE PLATA CORAZON 32 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/BPC32.jpg",""
"DD20","DISCO DORADO 20 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DD20.jpg",""
"DP20","DISCO PLATA 20 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DP20.jpg",""
"DB20","DISCO BLANCO 20 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DB20.jpg",""
"DD23","DISCO DORADO 23 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DD23.jpg",""
