nombre,descripcion,precio,departamento,categoria,clave1,clave2,codigo_sat,disponible,destacado,temporada
PAVERA RECTANGULAR ALUMINIO AL-4130R 50pz,PAVERA RECTANGULAR ALUMINIO AL-4130R 50pz,1447.0,INIX,Moldes aluminio,AL-4130-R,AL-4130-R,52151907,True,False,False
PAVERA OVALADA EN ALUMINIO AL-4032O 50pz,PAVERA OVALADA EN ALUMINIO AL-4032O 50pz,1447.0,INIX,Moldes aluminio,AL-4032-O,AL-4032-O,13101900,True,False,False
MOLDE ALUM 7 FLAN O PAY (PROFUNDO) 500PZ P/ AL-16-IC,MOLDE ALUM 7 FLAN O PAY (PROFUNDO) 500PZ P/ AL-16-IC,3250.0,INIX,Moldes aluminio,AL-16-IC-500,AL-16-IC-500,52151907,True,False,False
PLATO PAY DE 9 EN ALUMINIO 300 PZAS.,PLATO PAY DE 9 EN ALUMINIO 300 PZAS.,2722.0,INIX,Moldes aluminio,AL-20-C-300,AL-20-C-300,13101900,True,False,False
"DOMO ALTO DE PS/T, DIaM. DE 9 INCH, PARA CHAROLA DE ALUMINIO AL-20-C. 300 PZAS","DOMO ALTO DE PS/T, DIaM. DE 9 INCH, PARA CHAROLA DE ALUMINIO AL-20-C. 300 PZAS",1160.0,INIX,Moldes aluminio,AD-20A-300,AD-20A-300,52151907,True,False,False
MOLDE/FLAN CON CEJA EN ALUMINIO 250 PZAS AL-21,MOLDE/FLAN CON CEJA EN ALUMINIO 250 PZAS AL-21,2354.0,INIX,Moldes aluminio,AL-21-250,AL-21-250,13101900,True,False,False
"DOMO DE PS/T, DIaM. DE 9 INCH, PARA CHAROLA DE ALUMINIO AL-21. 250 PZAS.","DOMO DE PS/T, DIaM. DE 9 INCH, PARA CHAROLA DE ALUMINIO AL-21. 250 PZAS.",864.0,INIX,Moldes aluminio,AD-21-250,AD-21-250,52151907,True,False,False
MOLDE/PASTEL 1/4 PLANCHA EN ALUMINIO 100 PZAS.,MOLDE/PASTEL 1/4 PLANCHA EN ALUMINIO 100 PZAS.,1698.0,INIX,Moldes aluminio,AL-3020-100,AL-3020-100,13101900,True,False,False
"DOMO ALTO DE PS/T, PARA CHAROLA DE ALUMINIO AL-3020. 100 PZAS.","DOMO ALTO DE PS/T, PARA CHAROLA DE ALUMINIO AL-3020. 100 PZAS.",640.0,INIX,Moldes aluminio,AD-3020-100,AD-3020-100,52151907,True,False,False
MEDIA PAVERA EN ALUMINIO 100 PZAS.,MEDIA PAVERA EN ALUMINIO 100 PZAS.,2110.0,INIX,Moldes aluminio,AL-2923-100,AL-2923-100,46181700,True,False,False
MOLDE ALUMINO PAY 28,MOLDE ALUMINO PAY 28,25.0,INIX,Moldes aluminio,HGAL28,HGAL28,13101900,True,False,False
CUBREBOCAS AZUL 3PLY C/100 PZAS,CUBREBOCAS AZUL 3PLY C/100 PZAS,494.0,INIX,Higienicos,CBOCA-3P AZ,CBOCA/3P AZ,42132203,True,False,False
RED P/PELO REFORZADA (NEGRA) 36PZ,RED P/PELO REFORZADA (NEGRA) 36PZ,722.0,INIX,Higienicos,REPP-N,REPP-N,46181708,True,False,False
COFIA DESECHABLE 100PZAS,COFIA DESECHABLE 100PZAS,120.0,INIX,Higienicos,COFIA-100,COFIA-100,46181708,True,False,False
RED P/PELO REFORZADA (NEGRA),RED P/PELO REFORZADA (NEGRA),12.0,INIX,Higienicos,HGREPP-N,HGREPP-N,46181708,True,False,False
COFIA DESECHABLE 1PZ,COFIA DESECHABLE 1PZ,12.0,INIX,Higienicos,HGCOFIA-100,HGCOFIA-100,46181708,True,False,False
CUBREBOCAS AZUL 3PLY C/AS,CUBREBOCAS AZUL 3PLY C/AS,5.0,INIX,Higienicos,HGCBOCA-3P AZ,HGCBOCA-3P AZ,42132203,True,False,False
GUANTE DESECHABLE LATEX 2PZ,GUANTE DESECHABLE LATEX 2PZ,10.0,INIX,Higienicos,HGGLATEX,HGGLATEX,31401600,True,False,False
GUANTE DESECHABLE NITRILO 2PZ,GUANTE DESECHABLE NITRILO 2PZ,10.0,INIX,Higienicos,7506287102121,7506287102121,31401600,True,False,False
GUANTE DESECHABLE LATEX  100PZ,GUANTE DESECHABLE LATEX  100PZ,450.0,INIX,Higienicos,GLATEX,GLATEX,31401600,True,False,False
COPLE MD  (3 PZAS),COPLE MD  (3 PZAS),38.0,Herramientas,Coples,DC2,DC2,48101817,True,False,False
TAZON ACERO INOXIDABLE 18 CM,TAZON ACERO INOXIDABLE 18 CM,49.0,Herramientas,Acero,1359648,5551460150187,52152103,True,False,False
TAZON ACERO INOXIDABLE 20 CM,TAZON ACERO INOXIDABLE 20 CM,69.0,Herramientas,Acero,1359580,5551460150200,52152103,True,False,False
TAZON ACERO INOXIDABLE 22 CM,TAZON ACERO INOXIDABLE 22 CM,79.0,Herramientas,Acero,1359649,5551460150224,52152103,True,False,False
TAZON ACERO INOXIDABLE 26 CM,TAZON ACERO INOXIDABLE 26 CM,99.0,Herramientas,Acero,1359581,5551460150262,52152103,True,False,False
TAZON ACERO INOXIDABLE 30 CM,TAZON ACERO INOXIDABLE 30 CM,119.0,Herramientas,Acero,1359582,5551460150309,52152103,True,False,False
RASPA MANGO NEGRO METAL 12X15CM,RASPA MANGO NEGRO METAL 12X15CM,120.0,Herramientas,Acero,4-1670,7501553416704,52151600,True,False,False
ESPATULA GRADUADA DE ACERO INOXIDABLE,ESPATULA GRADUADA DE ACERO INOXIDABLE,110.0,Herramientas,Acero,750304767191,750304767191,52151600,True,False,False
CORTADOR PASTA 15X13CM,CORTADOR PASTA 15X13CM,110.0,Herramientas,Acero,7502308104037,7502308104037,52151600,True,False,False
ESPATULA ACERO 15CM,ESPATULA ACERO 15CM,115.0,Herramientas,Acero,8433803002230,8433803002230,52151600,True,False,False
2105-6808 JUEGO MOLDE BROCHE RED 8X2.61/9X2.7/10X2.77 ANT PR,2105-6808 JUEGO MOLDE BROCHE RED 8X2.61/9X2.7/10X2.77 ANT PR,1089.0,Moldes,Acero,070896258083,070896258083,52151900,True,False,False
2105-6817 JUEGO MOLDE MINI TARTA C/6  4 3/4 ANT PR,2105-6817 JUEGO MOLDE MINI TARTA C/6  4 3/4 ANT PR,646.0,Moldes,Acero,070896258175,070896258175,52151900,True,False,False
2105-442 MOLDE TARTA 9 X 1 1/8 ANT EXC,2105-442 MOLDE TARTA 9 X 1 1/8 ANT EXC,484.0,Moldes,Acero,070896204424,070896204424,52151900,True,False,False
"2105-0-0038 MOLDE CUADRADO 9X9"" TEXTURA","2105-0-0038 MOLDE CUADRADO 9X9"" TEXTURA",732.0,Moldes,Acero,070896009050,070896009050,52151900,True,False,False
"2105-0-0040 MOLDE PANQUE 9X5"" TEXTURA","2105-0-0040 MOLDE PANQUE 9X5"" TEXTURA",689.0,Moldes,Acero,070896011824,070896011824,52151900,True,False,False
2105-0-0041 MOLDE RECT 9X13 TEXTURA,2105-0-0041 MOLDE RECT 9X13 TEXTURA,789.0,Moldes,Acero,070896011831,070896011831,52151900,True,False,False
2105-6966 MOLDE MUFFIN 24 CAV STD ANT PR 10A,2105-6966 MOLDE MUFFIN 24 CAV STD ANT PR 10A,767.0,Moldes,Acero,070896069665,070896069665,52151900,True,False,False
"03-3130 MOLDE BARRA PANQUE 9.25 X 5.25""","03-3130 MOLDE BARRA PANQUE 9.25 X 5.25""",172.0,Moldes,Acero,070896531308,070896531308,52151900,True,False,False
2105-1369 MOLDE CUADRADO 12 CAV,2105-1369 MOLDE CUADRADO 12 CAV,605.0,Moldes,Acero,070896413697,070896413697,52151900,True,False,False
03-3118 MOLDE MUFFIN 12 CAV STD ANT RR 5A,03-3118 MOLDE MUFFIN 12 CAV STD ANT RR 5A,234.0,Moldes,Acero,070896431189,070896431189,52151900,True,False,False
MOLDE PANQUE DORADO 28X15,MOLDE PANQUE DORADO 28X15,95.0,Moldes,Acero,000695317667845,6953176678457,52151907,True,False,False
MOLDE DORADO CUPCAKE 6 CAV,MOLDE DORADO CUPCAKE 6 CAV,110.0,Moldes,Acero,000695317667 847,6953176678471,52151907,True,False,False
TARTALETA AA 8 X 1 CM,TARTALETA AA 8 X 1 CM,55.0,Moldes,Acero,1-174,7501553911742,52151907,True,False,False
TARTALETA AA 12X2 CM,TARTALETA AA 12X2 CM,75.0,Moldes,Acero,1-176,7501553911766,52151907,True,False,False
TARTALETA AA DESMON 20 X 2.5 CM,TARTALETA AA DESMON 20 X 2.5 CM,151.0,Moldes,Acero,1-167,750153911674,52151907,True,False,False
MOLDE CUPCAKE BUNDT 12 CAV,MOLDE CUPCAKE BUNDT 12 CAV,180.0,Moldes,Acero,5-5201,7501553552013,52151907,True,False,False
JGO MOLDE AA TARTALETA Ø12x1.8cMOLDE 6pz,JGO MOLDE AA TARTALETA Ø12x1.8cMOLDE 6pz,350.0,Moldes,Acero,TOL001134,4895217139218,52151907,True,False,False
MOLDE PANQUE 31X11.4,MOLDE PANQUE 31X11.4,170.0,Moldes,Acero,55368,7501553553683,52151907,True,False,False
JUEGO MOLDE DESMONTABLE  24-26-28,JUEGO MOLDE DESMONTABLE  24-26-28,515.0,Moldes,Acero,1018340,7502245944611,52151907,True,False,False
MOLDE ROSCA DESMOLDABLE,MOLDE ROSCA DESMOLDABLE,310.0,Moldes,Acero,1018334,7502245944604,52151905,True,False,False
ESPATULA RASPA ACERO 15CM,ESPATULA RASPA ACERO 15CM,55.0,Herramientas,Acero,666661681600,666661681600,52151600,True,False,False
MOLDE CALAVERA CABEZA ANT,MOLDE CALAVERA CABEZA ANT,380.0,Moldes,Acero,070896177926,070896177926,52151900,True,False,False
JGO MOLDE AA MINI PANQUE 13x7.5x3cMOLDE 6pz,JGO MOLDE AA MINI PANQUE 13x7.5x3cMOLDE 6pz,260.0,Moldes,Acero,TOL0001133,4895217139201,52151907,True,False,False
MOLDE AA PANQUE 8 CAV(9x6x4)(36.X24.X4cm),MOLDE AA PANQUE 8 CAV(9x6x4)(36.X24.X4cm),300.0,Moldes,Acero,1-138,7501553011381,52151907,True,False,False
PLACA PARA MUFFIN CON 6 CAVIDADES,PLACA PARA MUFFIN CON 6 CAVIDADES,160.0,Moldes,Acero,3934,3934,52151907,True,False,False
MOLDE ARBOL NAVIDAD,MOLDE ARBOL NAVIDAD,235.0,Moldes,Acero,2308-3889,6976170438483,52151900,True,False,False
MOLDE TARTA OVALADO 3PZ,MOLDE TARTA OVALADO 3PZ,75.0,Moldes,Acero,666661680361,666661680361,52151903,True,False,False
MOLDE MINI  CUPCAKE 12CAV,MOLDE MINI  CUPCAKE 12CAV,130.0,Moldes,Acero,HG1624,HG1624,52151907,True,False,False
MOLDE GALLETA CORAZON GIGANTE,MOLDE GALLETA CORAZON GIGANTE,283.0,Moldes,Acero,21055638,070896356383,52151900,True,False,False
MOLDE CORAZON ROJO 9 X 2 1/4 ANT,MOLDE CORAZON ROJO 9 X 2 1/4 ANT,301.0,Moldes,Acero,21055467,070896554673,52151900,True,False,False
MOLDE CORAZON ROJO 8 IN,MOLDE CORAZON ROJO 8 IN,340.0,Moldes,Acero,21057961,070896179616,52151900,True,False,False
MOLDE DONA 6 CAV,MOLDE DONA 6 CAV,226.0,Moldes,Acero,210500382,70896074683,52151900,True,False,False
ARO METAL PARA TARTA 11X2CM,ARO METAL PARA TARTA 11X2CM,251.0,Moldes,Acero,180109111,190180109111,52151900,True,False,False
MOLDE AA PANQUE 21x12x7.5cm,MOLDE AA PANQUE 21x12x7.5cm,150.0,Moldes,Acero,TOL001125,4895217139126,52151907,True,False,False
MOLDE AA PANQUE 26x12x7.5cm,MOLDE AA PANQUE 26x12x7.5cm,180.0,Moldes,Acero,TOL001126,4895217139133,52151907,True,False,False
MOLDE AA PANQUE 31x12x7.5cm,MOLDE AA PANQUE 31x12x7.5cm,156.0,Moldes,Acero,TOL001127,4895217139140,52151907,True,False,False
MOLDE AA PANQUE 35x12x7.5cm,MOLDE AA PANQUE 35x12x7.5cm,254.0,Moldes,Acero,TOL001128,4895217139157,52151907,True,False,False
MOLDE CALABAZA ANT,MOLDE CALABAZA ANT,390.0,Moldes,Acero,070896806796,070896806796,52151900,True,False,False
MOLDE AA PANQUE 25.3x11.4x7cm,MOLDE AA PANQUE 25.3x11.4x7cm,101.0,Moldes,Acero,5-5359,7501553553591,52151907,True,False,False
MOLDE AA PANQUE 27x15x6.5cm,MOLDE AA PANQUE 27x15x6.5cm,111.0,Moldes,Acero,5-5360,7501553553607,52151907,True,False,False
MOLDE AA PANQUE 31x11.4x7cm,MOLDE AA PANQUE 31x11.4x7cm,160.0,Moldes,Acero,5-5368,5-5368,52151907,True,False,False
MOLDE AA PANQUE 35.6x11.4x7cm,MOLDE AA PANQUE 35.6x11.4x7cm,260.0,Moldes,Acero,5-5369,7501553553690,52151907,True,False,False
CHAROLA PIZZA 33CM,CHAROLA PIZZA 33CM,100.0,Moldes,Acero,6953176678365,6953176678365,52151907,True,False,False
MOLDE DORADO CUPCAKE 12 CAV,MOLDE DORADO CUPCAKE 12 CAV,160.0,Moldes,Acero,6953176678341,6953176678341,52151907,True,False,False
MOLDE AA DESMONTABLE CORAZON 23.5 CM,MOLDE AA DESMONTABLE CORAZON 23.5 CM,308.0,Moldes,Acero,5-5415,7501553554154,52151907,True,False,False
MOLDE AA FLORENTINAS 6 CAV (8X1.5 cm) BC,MOLDE AA FLORENTINAS 6 CAV (8X1.5 cm) BC,172.0,Moldes,Acero,11-094,7501553110947,52151907,True,False,False
MOLDE AA MUFFIN 6 CAV (7X3 cm) BC (26X18X3),MOLDE AA MUFFIN 6 CAV (7X3 cm) BC (26X18X3),170.0,Moldes,Acero,1-122,7501553011220,52151901,True,False,False
MOLDE AA DESMON REDONDO (20 x 10cm) PRO BC,MOLDE AA DESMON REDONDO (20 x 10cm) PRO BC,330.0,Moldes,Acero,1-206,7501553012067,52151907,True,False,False
MOLDE AA DESMON REDONDO (26 x 10cm) PRO BC,MOLDE AA DESMON REDONDO (26 x 10cm) PRO BC,350.0,Moldes,Acero,1-207,7501553012074,52151907,True,False,False
ARO AINOX PERFO P/TARTA REDONDO Ø7 cm,ARO AINOX PERFO P/TARTA REDONDO Ø7 cm,117.0,Moldes,Acero,TOL000985,4895217110019,52151903,True,False,False
MOLDE PANQUE 18 x 10.8 x 7 cMOLDE BC,MOLDE PANQUE 18 x 10.8 x 7 cMOLDE BC,90.0,Moldes,Acero,1-208,7501553012081,52151907,True,False,False
JUEGO PANETONE,JUEGO PANETONE,497.0,Moldes,Acero,ZS45,7500326434723,52151907,True,False,False
DIFUSOR DE CALOR ALUMINIO,DIFUSOR DE CALOR ALUMINIO,103.0,Moldes,Acero,ZS65,7500326434266,52151907,True,False,False
MOLDE MINI DONA 12 CAV,MOLDE MINI DONA 12 CAV,235.0,Moldes,Acero,70896118660,070896118660,52151900,True,False,False
MOLDE MINI MUFFIN EXCELLE ELITE 12 CAV WILTON,MOLDE MINI MUFFIN EXCELLE ELITE 12 CAV WILTON,258.0,Moldes,Acero,191002696,191002696,52151900,True,False,False
MOLDE MINI MUFFIN RR CON 24 CAVIDADES WILTON,MOLDE MINI MUFFIN RR CON 24 CAVIDADES WILTON,340.0,Moldes,Acero,191003145,191003145,52151900,True,False,False
MOLDE ACERO TARTA FLOR,MOLDE ACERO TARTA FLOR,80.0,Moldes,Acero,6973382317261,6973382317261,52151600,True,False,False
MOLDE ACERO TARTA CORAZON,MOLDE ACERO TARTA CORAZON,80.0,Moldes,Acero,6973382317278,6973382317278,52151600,True,False,False
MOLDE CORAZON ROJO 8 IN,MOLDE CORAZON ROJO 8 IN,340.0,Moldes,Acero,70896179616,70896179616,52151900,True,False,False
MOLDE CUPCAKE FUT 6 CAV,MOLDE CUPCAKE FUT 6 CAV,125.0,Moldes,Acero,69761704,69761704,52151900,True,False,False
MOLDE REDONDO AA 24.5x7 cm,MOLDE REDONDO AA 24.5x7 cm,185.0,Moldes,Acero,1-201,7501553012012,52151907,True,False,False
MOLDE AA DESMON REDONDO (20X6 cm)BC,MOLDE AA DESMON REDONDO (20X6 cm)BC,260.0,Moldes,Acero,1-132,7501553011329,52151907,True,False,False
MOLDE AA ROSCA ROJA 27cm,MOLDE AA ROSCA ROJA 27cm,264.0,Moldes,Acero,CE-BCS-HX3 31,8211003635263,52151907,True,False,False
MOLDE MUFFIN 12CAV TAVOLA,MOLDE MUFFIN 12CAV TAVOLA,195.0,Moldes,Acero,8997034482297,8997034482297,52151907,True,False,False
MOLDE AA ROSCA ESPIRAL,MOLDE AA ROSCA ESPIRAL,200.0,Moldes,Acero,1-188,7501553011886,52151907,True,False,False
Molde redondo desmontable 23 x 6 cm Tavola,Molde redondo desmontable 23 x 6 cm Tavola,175.0,Moldes,Acero,8997034482396,8997034482396,52151907,True,False,False
Molde para 12 muffins 35X26.8X3,Molde para 12 muffins 35X26.8X3,195.0,Moldes,Acero,8997034482372,8997034482372,52151907,True,False,False
MOLDE CUPCAKE ESTÁNDAR 12 CAV PERFERADO,MOLDE CUPCAKE ESTÁNDAR 12 CAV PERFERADO,200.0,Moldes,Acero,666661686217,666661686217,52151901,True,False,False
MOLDE CUPCAKE JUMBO 12 CAV PERFERADO,MOLDE CUPCAKE JUMBO 12 CAV PERFERADO,260.0,Moldes,Acero,666661688055,666661688055,52151901,True,False,False
MOLDE GALLETA JENGIBRE BOTA WILTON,MOLDE GALLETA JENGIBRE BOTA WILTON,260.0,Moldes,Acero,2105-0366,70806803665,52151901,True,False,False
MOLDE AA BROWNIE 6CAV  26X20X2.4CM,MOLDE AA BROWNIE 6CAV  26X20X2.4CM,250.0,Moldes,Acero,1-211,7501553112118,52151901,True,False,False
MOLDE AA MUFFIN 24CAV BC,MOLDE AA MUFFIN 24CAV BC,380.0,Moldes,Acero,11-137,7501553111371,52151901,True,False,False
MOLDE AA TARTALETA Ø10x2.1cm,MOLDE AA TARTALETA Ø10x2.1cm,55.0,Moldes,Acero,1-212,7501553112125,52151907,True,False,False
MOLDE ACERO  REDONDO 8X6,MOLDE ACERO  REDONDO 8X6,50.0,Moldes,Acero,8435545766456,8435545766456,52151600,True,False,False
MOLDE ACERO  REDONDO 10X6,MOLDE ACERO  REDONDO 10X6,60.0,Moldes,Acero,8435545766463,8435545766463,52151600,True,False,False
MOLDE ACERO  REDONDO 3PZ BAJO,MOLDE ACERO  REDONDO 3PZ BAJO,100.0,Moldes,Acero,8435545766517,8435545766517,52151600,True,False,False
MOLDE ACERO CUADRADO 6X4,MOLDE ACERO CUADRADO 6X4,40.0,Moldes,Acero,8435545766470,8435545766470,52151600,True,False,False
MOLDE ACERO CUADRADO 8X4,MOLDE ACERO CUADRADO 8X4,50.0,Moldes,Acero,8435545766487,8435545766487,52151600,True,False,False
MOLDE ACERO CUADRADO 10X4,MOLDE ACERO CUADRADO 10X4,60.0,Moldes,Acero,8435545766494,8435545766494,52151600,True,False,False
MOLDE ACERO  REDONDO 6X4,MOLDE ACERO  REDONDO 6X4,40.0,Moldes,Acero,8435545766418,8435545766418,52151600,True,False,False
MOLDE ACERO  REDONDO 6X6,MOLDE ACERO  REDONDO 6X6,40.0,Moldes,Acero,8435545766449,8435545766449,52151600,True,False,False
MOLDE ACERO  REDONDO 3PZ,MOLDE ACERO  REDONDO 3PZ,120.0,Moldes,Acero,8435545766524,8435545766524,52151600,True,False,False
MOLDE ACERO  REDONDO 8X4,MOLDE ACERO  REDONDO 8X4,50.0,Moldes,Acero,8435545766425,8435545766425,52151600,True,False,False
Tazon p/Mezclar Profundo De Ace Inox 20 cm,Tazon p/Mezclar Profundo De Ace Inox 20 cm,69.0,Herramientas,Acero,1530308,1530308,52152103,True,False,False
Tazon p/Mezclar Profundo de Ace Inox 24 cm,Tazon p/Mezclar Profundo de Ace Inox 24 cm,79.0,Herramientas,Acero,1530310,1530310,52152103,True,False,False
Tazon p/Mezclar Profundo de Ace Inox 28 cm,Tazon p/Mezclar Profundo de Ace Inox 28 cm,109.0,Herramientas,Acero,1530311,1530311,52152103,True,False,False
"CORTADOR CUADRADO 3PZ 20,15,10CM","CORTADOR CUADRADO 3PZ 20,15,10CM",100.0,Cortadores,Metalicos,666661686455,666661686455,52151600,True,False,False
CARRETILLA PLAST P/PASTA C/3 DISCOS,CARRETILLA PLAST P/PASTA C/3 DISCOS,41.0,Herramientas,Acero,TOL00000087,4897080491202,52151600,True,False,False
CORTADOR CUADRADO 3PZ XOF,CORTADOR CUADRADO 3PZ XOF,145.0,Cortadores,Metalicos,8433801361261,8433801361261,52151600,True,False,False
RECTANGULO AINOX 10x6x5cm,RECTANGULO AINOX 10x6x5cm,70.0,Cortadores,Metalicos,I98,7501553811493,52151600,True,False,False
RECTANGULO AINOX 12x6x5cm,RECTANGULO AINOX 12x6x5cm,80.0,Cortadores,Metalicos,I99,7501553811516,52151600,True,False,False
CUADRO AINOX 8x8x5cm,CUADRO AINOX 8x8x5cm,80.0,Cortadores,Metalicos,I28,7501553797827,52151600,True,False,False
CUADRO AINOX 12x12x5cm,CUADRO AINOX 12x12x5cm,100.0,Cortadores,Metalicos,I12,7501553811509,52151600,True,False,False
CUADRO DE ACERO INOX 10x10x5,CUADRO DE ACERO INOX 10x10x5,90.0,Cortadores,Metalicos,B32,7501553782335,52151600,True,False,False
CHAROLA 30*45 ACERO INOXIDABLE,CHAROLA 30*45 ACERO INOXIDABLE,348.0,Moldes,Charolas,ZCH1,ZCH1,52151907,True,False,False
CHAROLA 35*50 ACERO INOXIDABLE,CHAROLA 35*50 ACERO INOXIDABLE,407.0,Moldes,Charolas,ZCH5,ZCH5,52151907,True,False,False
CHAROLA 35*50 ALUMINIO MEDIANA,CHAROLA 35*50 ALUMINIO MEDIANA,295.0,Moldes,Charolas,ZCH6,ZCH6,52151907,True,False,False
CHAROLA 45*65 ACERO INOXIDABLE,CHAROLA 45*65 ACERO INOXIDABLE,537.0,Moldes,Charolas,ZCH9,ZCH9,52151907,True,False,False
"CHAROLA PIZZA 28 (11"") REDONDA CAL.22","CHAROLA PIZZA 28 (11"") REDONDA CAL.22",110.0,Moldes,Charolas,ZB6,7500326403170,52151908,True,False,False
"CHAROLA PIZZA 30 (12"") REDONDA CAL.22","CHAROLA PIZZA 30 (12"") REDONDA CAL.22",119.0,Moldes,Charolas,ZB7,7500326403187,52151908,True,False,False
CHAROLA PIZZA 32 REDONDA CAL.22,CHAROLA PIZZA 32 REDONDA CAL.22,128.0,Moldes,Charolas,ZB8,7500326516412,52151908,True,False,False
2105-0-0059 CHAROLA PARA GALLETA  TEXTURA C/2,2105-0-0059 CHAROLA PARA GALLETA  TEXTURA C/2,1380.0,Moldes,Charolas,070896011862,070896011862,52151900,True,False,False
RODILLO SILICON 48CM,RODILLO SILICON 48CM,560.0,Herramientas,Rodillos,17702689,17702689,52151600,True,False,False
RODILLO FRANCES WILTON,RODILLO FRANCES WILTON,450.0,Herramientas,Rodillos,70896253620,70896253620,52151600,True,False,False
RODILLO CON TEXTURA ENTRAMADO,RODILLO CON TEXTURA ENTRAMADO,160.0,Herramientas,Rodillos,4-2806,7501553428066,52151601,True,False,False
RODILLO CON TEXTURA CANASTA,RODILLO CON TEXTURA CANASTA,160.0,Herramientas,Rodillos,4-2804,7501553428042,52151601,True,False,False
RODILLO ULTRALIGERO CON ANILLOS NIVELADORES CHERRY,RODILLO ULTRALIGERO CON ANILLOS NIVELADORES CHERRY,121.0,Herramientas,Rodillos,DTEM252,DTEM252,52151600,True,False,False
1907-1205 RODILLO BLANCO 9X1,1907-1205 RODILLO BLANCO 9X1,253.0,Herramientas,Rodillos,1907-1205,070896192059,52151600,True,False,False
1907-1010 LIGAS PARA RODILLO DE FONDANT,1907-1010 LIGAS PARA RODILLO DE FONDANT,167.0,Herramientas,Rodillos,1907-1010,070896197108,52151600,True,False,False
RODILLO PARA FONDANT 20CM LARGO,RODILLO PARA FONDANT 20CM LARGO,120.0,Herramientas,Rodillos,03-0193,070896101938,52151600,True,False,False
RODILLO CON PATRON ROSAS Y HOJAS,RODILLO CON PATRON ROSAS Y HOJAS,200.0,Herramientas,Rodillos,1907-1087,070896108722,52151600,True,False,False
RODILLO PATRON ESCAMAS,RODILLO PATRON ESCAMAS,279.0,Herramientas,Rodillos,1907-1088,070896108814,52151600,True,False,False
RODILLO FRANCES,RODILLO FRANCES,543.0,Herramientas,Rodillos,2103-4376,070896043764,52151600,True,False,False
RODILLO GIRATORIO 5X39CM,RODILLO GIRATORIO 5X39CM,236.0,Herramientas,Rodillos,17702688,17702688,52151600,True,False,False
DUYA DE OLAN 240-030,DUYA DE OLAN 240-030,45.0,Decoracion,Duyas,240030,240030,52151600,True,False,False
DUYA DE OLAN 240-070,DUYA DE OLAN 240-070,45.0,Decoracion,Duyas,240070,240070,52151600,True,False,False
DUYA 2 OZ,DUYA 2 OZ,48.0,Decoracion,Duyas,24012,24012,52151600,True,False,False
DUYA 1A OZ,DUYA 1A OZ,80.0,Decoracion,Duyas,2401A,2401A,52151600,True,False,False
DUYA 1E OZ,DUYA 1E OZ,80.0,Decoracion,Duyas,2401E,2401E,52151600,True,False,False
DUYA 2A OZ,DUYA 2A OZ,70.0,Decoracion,Duyas,2402A,2402A,52151600,True,False,False
DUYA 4B OZ,DUYA 4B OZ,70.0,Decoracion,Duyas,2404B,2404B,52151600,True,False,False
DUYA 234,DUYA 234,70.0,Decoracion,Duyas,402234,402-234 DUYA234,52151600,True,False,False
ORGANIZADOR DE DUYAS 55 CAV,ORGANIZADOR DE DUYAS 55 CAV,471.0,Decoracion,Duyas,070896387844,070896387844,24112400,True,False,False
DUYA 48,DUYA 48,52.0,Decoracion,Duyas,070896042149,070896042149,52151600,True,False,False
DUYA 70,DUYA 70,55.0,Decoracion,Duyas,070896042170,070896042170,52151600,True,False,False
DUYA 199,DUYA 199,70.0,Decoracion,Duyas,070896042286,070896042286,52151600,True,False,False
DUYA 62 PETALO CH,DUYA 62 PETALO CH,25.0,Decoracion,Duyas,DA62,DA62,48101817,True,False,False
DUYA 65 HOJA CH,DUYA 65 HOJA CH,25.0,Decoracion,Duyas,DA65,DA65,48101817,True,False,False
DUYA 126 PETALO MD,DUYA 126 PETALO MD,35.0,Decoracion,Duyas,DA126,DA126,48101817,True,False,False
DUYA 127 PETALO MD,DUYA 127 PETALO MD,35.0,Decoracion,Duyas,DA127,DA127,48101817,True,False,False
DUYA 401 RUFFLE (ONDULADO) CH,DUYA 401 RUFFLE (ONDULADO) CH,25.0,Decoracion,Duyas,DA401,DA401,48101817,True,False,False
DUYA 804/4PT REDONDA MD,DUYA 804/4PT REDONDA MD,40.0,Decoracion,Duyas,DA804,DA804,48101817,True,False,False
DUYA 857/1E MD,DUYA 857/1E MD,35.0,Decoracion,Duyas,DA857,DA857,48101817,True,False,False
DUYA 865 ESTRELLA CERRADA MD,DUYA 865 ESTRELLA CERRADA MD,35.0,Decoracion,Duyas,DA865,DA865,48101817,True,False,False
DUYA 866 ESTRELLA CERRADA MD,DUYA 866 ESTRELLA CERRADA MD,35.0,Decoracion,Duyas,DA866,DA866,48101817,True,False,False
DUYA 867/7FT ESTRELLA CERRADA MD,DUYA 867/7FT ESTRELLA CERRADA MD,43.0,Decoracion,Duyas,DA867,DA867,48101817,True,False,False
DUYA 888 FLOR GD,DUYA 888 FLOR GD,45.0,Decoracion,Duyas,DA888,DA888,48101817,True,False,False
DUYA 895/2B PEINE MD,DUYA 895/2B PEINE MD,40.0,Decoracion,Duyas,DA895,DA895,48101817,True,False,False
JGO DECORACION DUYA RUSA Y COUPLER 13 PZ,JGO DECORACION DUYA RUSA Y COUPLER 13 PZ,271.0,Decoracion,Duyas,TOL00000011,4897080492551,48101817,True,False,False
DUYA 789 WILTON,DUYA 789 WILTON,145.0,Decoracion,Duyas,03-3125,070896431257,52151600,True,False,False
